267571848760393728,The0ne, 11477
359040467599622146,vilewrath, 4790
160688019362414593,Toby, 4718
112831555310772224,geo, 3544
500315470663122944,IbissalThoth, 3222
139113990537216000,PrettyPrincessKitty FS, 2915
247332730289782796,AKev47, 2820
218508423799504896,Möppy, 2317
445637122997878795,JanSneedan, 1864
261940408899076096,Potako, 1439
198824335031533568,Zyph, 1428
78543092071796736,Rostik002, 1396
181372740349984768,tom, 1318
229671848126840832,Amphin, 1306
183698106188169216,Molive_slp^ttn, 1147
209687883198496770,al_rusev, 1118
350042456256937984,amaliaf, 979
493852805132582913,Rubez, 973
333335442747424799,InsertCheerios, 968
221992888291033089,akira, 938
494771690547707905,krombopulos, 897
238755156290699264,it me - kill all anime, 789
216872901008293888,ΔNDROID, 559
106044972653875200,relysian, 510
194559643798863872,Boomclaw, 509
430826748834480148,J_tech0, 502
267560546591571970,Ollie, 485
256109540766908416,lemon, 478
227455541369241601,Bionis Shoulder, 449
216963658100506625,raab, 412
469539952435134474,Invosis, 409
137952059277180928,KNAWLEDGE, 325
261616086687023105,Crocmeister, 321
250050148070064128,ExtinctVenom, 258
312961213682286592,CosmicOrange, 246
235088799074484224,Rythm, 212
697942586744242176,beet790, 199
314895656974024704,IamIm, 172
150268052745748480,UmbraWitch, 161
212258927897870347,"Run little girl, run!", 141
347820853406466048,Puncake, 131
345304375381590016,alib, 130
203160066063466496,zap, 129
341576239657648130,paty, 125
630794836974239772,JamesH7, 124
291976000118587392,Goose, 90
720300948643119125,Lesley, 83
171646022437568514,Foxtrot, 78
450410760276017192,Robert, 77
762664548976689164,Stanislav (Stanley) M., 70
327914157179666432,Hekel, 67
266970525572530176,xavrr, 63
163296803372924928,BMO/, 62
393414743911694336,M15O, 61
223101993109946368,Type O Negative Fan, 59
168797563175043073,Lyremn, 52
491008725063303168,jameshope295, 52
449690859311464469,kc, 47
277756524338610177,Mustang, 47
690492554159849494,LittlePippiLongstocking, 44
218831478539157504,VZaaaP, 42
504292673201373195,fuck_off_27, 41
229242945675591681,Jamie, 40
760250617573801995,Rollo, 37
450118751367725067,MonsterT, 32
70907359374880768,AlexL, 31
265816918416424960,Towash, 30
626123632879337518,Seanjhardy.java, 21
186186412725370881,Sure, I agree., 21
395932347750416395,Sianye, 20
259436734486413323,Maddie, 18
175567456511852544,BeNjaMin, 17
245282313120776193,Krankenstein, 13
678984889889980428,TomSmith, 12
293799573430992916,Olivando_The_Great, 12
524183319802413057,Harry, 12
530399093886025738,Tyrone Biggums, 10
140119766143729674,woochy, 9
573849972009861120,Danbee02, 9
180444523837652992,charliebritton, 8
204649361324376064,Jirgey, 7
156451698741739520,JamieJuggle, 7
320539762081529858,olimpai, 6
126395972199645184,Matt, 2
132238868735983616,Niki, 2
138279627377475584,Stern, 2
278543564336529410,E=MC^2, 2
246575144531787777,Bitikha Head, 2
717013482104684594,Elisha Paine, 2
734879041861058652,AndrewDem, 2
274856286884069377,God of Tech Support, 1
659830562634072110,k.Ayham, 1
176603763866337280,Josh.T, 1
242352012845514752,UVMASTER, 1
426084853805613057,something, 1
278288658673434624,Liastar, 0
762764960845004851,Kettle-BOT, 0
436618084678107139,Panik, 0
776121849302089769,StevenStone, 0
231837087773622272,Ting, 0
271026161339990016,OJ, 0
569911364139614218,thePOTATO, 0
159375107855351808,Moist Biscuits, 0
190476589631406080,Aseeb, 0
274872023820271626,koreantrashcan, 0
762595059593773056,Ollie, 0
110825343182462976,Harrison, 0
580497864548155452,James Parkes, 0
776788038310559756,Raffers, 0
760531092934885376,Pawel, 0
217989913226903552,CruciFix, 0
232590361388646400,BillyJimG, 0
194017837126385664,Shardro, 0
539559458574172167,gunnfight, 0
668899458557280285,chai__b, 0
369459254136143873,Jonathan., 0
215836255370477569,emmemoomoo, 0
760207065401524266,michaelp7702, 0
198878833414373376,OptimisticTrousers, 0
760249693769826345,Ziqiao, 0
762595095564124191,Pinyi Lyu, 0
757668285348053092,Enno, 0
214671118475329536,Katim20029, 0
325621755089649664,LMil, 0
241305054789894144,JimPap, 0
221985913192972289,100T ViGi, 0
720957031128760400,Nicole_O, 0
233248221781032961,Weeborg, 0
343787410750177280,atherea, 0
280672045208043520,Quphoria, 0
444934721202552833,bloatedbike95, 0
493305218864381982,Harris01, 0
760085983365693471,Eric0927, 0
691411653224562718,Takamasa(ta3n19), 0
240202739995377665,Jarren White, 0
313696112860987392,Archie French, 0
503876360993767434,okeeffe57, 0
597336367806283777,LivingEye, 0
267624006578995200,DemotedWizard, 0
254605444696244234,butt, 0
369882872988827669,hughun, 0
484803693699661829,ClicheInAHoodie, 0
354248274728714241,MGh..., 0
762594276503978004,Mr Xu, 0
196679173882904577,KasKat, 0
689892576463028234,lu, 0
759789345032372305,deni, 0
688449526096330781,CPT, 0
574258967459528704,Sasi01, 0
760083709046554654,Viktoria CompSci, 0
507597341159849986,dipper_the_dinosaur, 0
248124759861100544,watson, 0
691564270520893471,LouisBarton, 0
555877621301510192,prog02, 0
304714576488824850,SmileySauron, 0
758086088358232114,freddynn, 0
300680906119708675,AndrewSo, 0
532591671636918343,Michael R, 0
